name,category,title,description,date,
,복지,국립대학병원 설치법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-17,국립대학병원
,복지,서울대학교병원 설치법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-17,서울대학교병원
,경제,전기·전자제품 및 자동차의 자원순환에 관한 법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-16,자원순환
,사회,내무부훈령에 의한 형제복지원 강제수용 등 피해사건의 진상 및 국가책임 규명 등에 관한 법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-15,형제복지원
,경제,고용정책 기본법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-14,고용정책
,경제,경력단절여성등의 경제활동 촉진법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-03,격력단절여성
,경제,해외진출 한국기업의 아동노동 근절을 위한 결의안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-02,아동노동근절
,경제,공정거래위원장(노대래) 해임 촉구 결의안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-07-01,노대래
,정치,원자력안전법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-30,원자력
,정치,형법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-30,형법
,정치,공직선거법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-30,공직선거
,사회,형의 집행 및 수용자의 처우에 관한 법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-30,수용자 처우
,복지,지방교육재정교부금법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-27,지방교육재정교부금
,경제,공무원연금법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-27,공무원연금
,경제,선원법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-26,선원법
,경제,해운법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-26,해운법
,민생,선박안전법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-26,선박안전법
,경제,입양특례법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-23,입양특례법
,정치,국민의 생명과 안전을 지키기 위해 수명이 끝난 노후원전 고리 원자력발전소 1호기와 월성 원자력발전소 1호기 폐쇄 촉구 결의안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-17,원자력
,정치,세월호 참사 진상규명과 재발방지대책 및 안전사회 전환을 위한 특별법안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-11,세월호
,사회,소송촉진 등에 관한 특례법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-06-10,소송촉진
